19:29:23.147 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
19:29:23.201 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression712194377067259456.so: /tmp/mleukam/libgkl_compression712194377067259456.so: failed to map segment from shared object: Operation not permitted)
19:29:23.203 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
19:29:23.226 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression6365466089247171609.so: /tmp/mleukam/libgkl_compression6365466089247171609.so: failed to map segment from shared object: Operation not permitted)
19:29:23.391 INFO  IndexFeatureFile - ------------------------------------------------------------
19:29:23.392 INFO  IndexFeatureFile - The Genome Analysis Toolkit (GATK) v4.0.6.0
19:29:23.392 INFO  IndexFeatureFile - For support and documentation go to https://software.broadinstitute.org/gatk/
19:29:23.392 INFO  IndexFeatureFile - Executing as mleukam@cri16cn047 on Linux v2.6.32-573.12.1.el6.x86_64 amd64
19:29:23.392 INFO  IndexFeatureFile - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_92-b14
19:29:23.392 INFO  IndexFeatureFile - Start Date/Time: August 17, 2018 7:29:22 PM CDT
19:29:23.392 INFO  IndexFeatureFile - ------------------------------------------------------------
19:29:23.392 INFO  IndexFeatureFile - ------------------------------------------------------------
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Version: 2.16.0
19:29:23.393 INFO  IndexFeatureFile - Picard Version: 2.18.7
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.COMPRESSION_LEVEL : 2
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
19:29:23.393 INFO  IndexFeatureFile - Deflater: JdkDeflater
19:29:23.393 INFO  IndexFeatureFile - Inflater: JdkInflater
19:29:23.393 INFO  IndexFeatureFile - GCS max retries/reopens: 20
19:29:23.393 INFO  IndexFeatureFile - Using google-cloud-java patch 6d11bef1c81f885c26b2b56c8616b7a705171e4f from https://github.com/droazen/google-cloud-java/tree/dr_all_nio_fixes
19:29:23.393 INFO  IndexFeatureFile - Initializing engine
19:29:23.394 INFO  IndexFeatureFile - Done initializing engine
19:29:24.208 INFO  FeatureManager - Using codec VCFCodec to read file file:///group/kline-lab/ref/dbsnp_151.vcf
19:29:24.236 INFO  ProgressMeter - Starting traversal
19:29:24.237 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Records Processed   Records/Minute
20:11:37.830 INFO  ProgressMeter -       chr13:76053901             42.2             481359000       11399439.5
20:11:47.831 INFO  ProgressMeter -       chr13:83082363             42.4             482931000       11391700.1
20:11:57.968 INFO  ProgressMeter -       chr13:89779480             42.6             484483000       11382985.3
20:12:07.972 INFO  ProgressMeter -       chr13:96132590             42.7             485920000       11372198.1
20:12:17.964 INFO  ProgressMeter -      chr13:102236802             42.9             487289000       11359922.8
20:12:27.965 INFO  ProgressMeter -      chr13:109164470             43.1             488894000       11353222.9
20:12:37.969 INFO  ProgressMeter -       chr14:20679302             43.2             490805000       11353640.2
20:12:47.972 INFO  ProgressMeter -       chr14:28952492             43.4             492736000       11354519.6
20:12:57.976 INFO  ProgressMeter -       chr14:37635664             43.6             494673000       11355525.6
20:13:07.980 INFO  ProgressMeter -       chr14:46083191             43.7             496652000       11357484.3
20:13:17.983 INFO  ProgressMeter -       chr14:54583089             43.9             498605000       11358840.2
20:13:27.983 INFO  ProgressMeter -       chr14:63376446             44.1             500582000       11360743.4
20:13:38.158 INFO  ProgressMeter -       chr14:72182626             44.2             502526000       11361137.0
20:13:48.160 INFO  ProgressMeter -       chr14:81025035             44.4             504503000       11363008.6
20:13:58.160 INFO  ProgressMeter -       chr14:90078432             44.6             506558000       11366625.0
20:14:08.161 INFO  ProgressMeter -       chr14:98835675             44.7             508570000       11369248.9
20:14:18.349 INFO  ProgressMeter -       chr15:17008642             44.9             510531000       11369928.2
20:14:28.352 INFO  ProgressMeter -       chr15:27615726             45.1             512447000       11370381.8
20:14:38.354 INFO  ProgressMeter -       chr15:36823699             45.2             514458000       11372936.4
20:14:48.358 INFO  ProgressMeter -       chr15:45646245             45.4             516483000       11375772.2
20:14:58.361 INFO  ProgressMeter -       chr15:54502904             45.6             518507000       11378569.5
20:15:08.362 INFO  ProgressMeter -       chr15:62791118             45.7             520544000       11381639.0
20:15:18.363 INFO  ProgressMeter -       chr15:71537918             45.9             522513000       11383204.7
20:15:28.363 INFO  ProgressMeter -       chr15:80195370             46.1             524454000       11384155.4
20:15:38.366 INFO  ProgressMeter -       chr15:88864660             46.2             526463000       11386557.7
20:15:48.369 INFO  ProgressMeter -       chr15:97293120             46.4             528488000       11389287.6
20:15:58.371 INFO  ProgressMeter -        chr16:2466146             46.6             530410000       11389794.3
20:16:08.373 INFO  ProgressMeter -        chr16:8559136             46.7             532409000       11391936.8
20:16:18.377 INFO  ProgressMeter -       chr16:15633091             46.9             534349000       11392802.1
20:16:28.377 INFO  ProgressMeter -       chr16:24768997             47.1             536347000       11394909.6
20:16:38.381 INFO  ProgressMeter -       chr16:33671463             47.2             538323000       11396520.4
20:16:48.381 INFO  ProgressMeter -       chr16:51155970             47.4             540275000       11397629.7
20:16:58.384 INFO  ProgressMeter -       chr16:59912666             47.6             542278000       11399791.3
20:17:08.388 INFO  ProgressMeter -       chr16:68719067             47.7             544297000       11402268.9
20:17:18.392 INFO  ProgressMeter -       chr16:76500205             47.9             546289000       11404169.7
20:17:28.393 INFO  ProgressMeter -       chr16:82768645             48.1             548289000       11406227.7
20:18:05.109 INFO  ProgressMeter -       chr16:86972094             48.7             549625000       11290292.8
20:18:15.114 INFO  ProgressMeter -        chr17:3516396             48.8             551531000       11290770.6
20:18:25.118 INFO  ProgressMeter -       chr17:11259627             49.0             553431000       11291130.5
20:18:35.120 INFO  ProgressMeter -       chr17:19968997             49.2             555404000       11292972.3
20:18:45.123 INFO  ProgressMeter -       chr17:31647543             49.3             557419000       11295652.7
20:18:55.124 INFO  ProgressMeter -       chr17:40305637             49.5             559338000       11296387.7
20:19:05.125 INFO  ProgressMeter -       chr17:48962834             49.7             561263000       11297230.9
20:19:15.125 INFO  ProgressMeter -       chr17:57558287             49.8             563188000       11298076.0
20:19:25.126 INFO  ProgressMeter -       chr17:65936024             50.0             565027000       11297192.3
20:19:35.129 INFO  ProgressMeter -       chr17:73587424             50.2             566764000       11294274.3
20:19:45.131 INFO  ProgressMeter -       chr17:80751420             50.3             568557000       11292491.6
20:19:55.132 INFO  ProgressMeter -        chr18:5590106             50.5             570498000       11293654.2
20:20:05.132 INFO  ProgressMeter -       chr18:14249456             50.7             572489000       11295799.4
20:20:15.132 INFO  ProgressMeter -       chr18:25888650             50.8             574551000       11299326.9
20:20:25.257 INFO  ProgressMeter -       chr18:35330689             51.0             576639000       11302886.8
20:20:35.255 INFO  ProgressMeter -       chr18:44570334             51.2             578729000       11306915.2
20:20:45.259 INFO  ProgressMeter -       chr18:53399092             51.4             580745000       11309461.6
20:20:55.261 INFO  ProgressMeter -       chr18:62542217             51.5             582789000       11312542.4
20:21:05.262 INFO  ProgressMeter -       chr18:71496201             51.7             584837000       11315684.3
20:21:15.267 INFO  ProgressMeter -       chr18:80094565             51.9             586903000       11319138.7
20:21:25.267 INFO  ProgressMeter -        chr19:6260508             52.0             588725000       11317898.3
20:21:35.267 INFO  ProgressMeter -       chr19:14044107             52.2             590704000       11319674.4
20:21:45.270 INFO  ProgressMeter -       chr19:22028103             52.4             592690000       11321565.7
20:21:55.269 INFO  ProgressMeter -       chr19:32876787             52.5             594763000       11325108.7
20:22:05.271 INFO  ProgressMeter -       chr19:41367996             52.7             596775000       11327468.0
20:22:15.274 INFO  ProgressMeter -       chr19:49066338             52.9             598690000       11327969.8
20:22:25.275 INFO  ProgressMeter -       chr19:56118217             53.0             600550000       11327434.6
20:22:35.278 INFO  ProgressMeter -        chr20:6057568             53.2             602548000       11329494.0
20:22:45.280 INFO  ProgressMeter -       chr20:15387231             53.4             604623000       11332987.4
20:22:55.283 INFO  ProgressMeter -       chr20:24388277             53.5             606692000       11336343.4
20:23:05.415 INFO  ProgressMeter -       chr20:34581112             53.7             608796000       11339876.3
20:23:15.416 INFO  ProgressMeter -       chr20:43683741             53.9             610837000       11342677.1
20:23:25.418 INFO  ProgressMeter -       chr20:52464866             54.0             612843000       11344809.2
20:23:35.421 INFO  ProgressMeter -       chr20:61384651             54.2             614920000       11348235.0
20:23:45.424 INFO  ProgressMeter -       chr21:14666554             54.4             616949000       11350760.1
20:23:55.426 INFO  ProgressMeter -       chr21:23242235             54.5             619011000       11353871.6
20:24:05.429 INFO  ProgressMeter -       chr21:32198922             54.7             621072000       11356945.9
20:24:15.432 INFO  ProgressMeter -       chr21:41123637             54.9             623082000       11359071.7
20:24:25.435 INFO  ProgressMeter -       chr22:15778718             55.0             625093000       11361202.8
20:24:35.436 INFO  ProgressMeter -       chr22:24600377             55.2             627133000       11363853.4
20:24:45.439 INFO  ProgressMeter -       chr22:33089397             55.4             629085000       11364891.4
20:24:55.443 INFO  ProgressMeter -       chr22:41260332             55.5             631033000       11365847.7
20:25:05.447 INFO  ProgressMeter -       chr22:48541545             55.7             632875000       11364898.2
20:25:15.449 INFO  ProgressMeter -         chrX:6120253             55.9             634830000       11365977.4
20:25:25.451 INFO  ProgressMeter -        chrX:17667508             56.0             636708000       11365679.2
20:25:35.455 INFO  ProgressMeter -        chrX:28382577             56.2             638484000       11363560.6
20:25:45.457 INFO  ProgressMeter -        chrX:39699703             56.4             640336000       11362809.9
20:25:55.535 INFO  ProgressMeter -        chrX:52463932             56.5             642280000       11363436.7
20:26:05.535 INFO  ProgressMeter -        chrX:65338285             56.7             644262000       11364990.7
20:26:15.538 INFO  ProgressMeter -        chrX:76432109             56.9             646356000       11368498.8
20:26:25.537 INFO  ProgressMeter -        chrX:87120299             57.0             648492000       11372729.7
20:26:35.537 INFO  ProgressMeter -        chrX:99463078             57.2             650648000       11377285.6
20:26:45.540 INFO  ProgressMeter -       chrX:112208096             57.4             652689000       11379800.0
20:26:55.541 INFO  ProgressMeter -       chrX:125309582             57.5             654808000       11383662.5
20:27:05.544 INFO  ProgressMeter -       chrX:138517402             57.7             656944000       11387790.8
20:27:15.547 INFO  ProgressMeter -       chrX:151897185             57.9             659042000       11391238.5
20:27:21.118 INFO  ProgressMeter -           chrM:15890             57.9             660146174       11392040.9
20:27:21.119 INFO  ProgressMeter - Traversal complete. Processed 660146174 total records in 57.9 minutes.
20:27:27.908 INFO  IndexFeatureFile - Successfully wrote index to /group/kline-lab/ref/dbsnp_151.vcf.idx
20:27:27.908 INFO  IndexFeatureFile - Shutting down engine
[August 17, 2018 8:27:27 PM CDT] org.broadinstitute.hellbender.tools.IndexFeatureFile done. Elapsed time: 58.08 minutes.
Runtime.totalMemory()=5938085888
20:27:33.240 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
20:27:33.275 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression4865384605073345802.so: /tmp/mleukam/libgkl_compression4865384605073345802.so: failed to map segment from shared object: Operation not permitted)
20:27:33.278 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
20:27:33.283 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression1489436954007422319.so: /tmp/mleukam/libgkl_compression1489436954007422319.so: failed to map segment from shared object: Operation not permitted)
20:27:33.474 INFO  IndexFeatureFile - ------------------------------------------------------------
20:27:33.475 INFO  IndexFeatureFile - The Genome Analysis Toolkit (GATK) v4.0.6.0
20:27:33.475 INFO  IndexFeatureFile - For support and documentation go to https://software.broadinstitute.org/gatk/
20:27:33.477 INFO  IndexFeatureFile - Executing as mleukam@cri16cn047 on Linux v2.6.32-573.12.1.el6.x86_64 amd64
20:27:33.477 INFO  IndexFeatureFile - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_92-b14
20:27:33.477 INFO  IndexFeatureFile - Start Date/Time: August 17, 2018 8:27:33 PM CDT
20:27:33.477 INFO  IndexFeatureFile - ------------------------------------------------------------
20:27:33.477 INFO  IndexFeatureFile - ------------------------------------------------------------
20:27:33.478 INFO  IndexFeatureFile - HTSJDK Version: 2.16.0
20:27:33.478 INFO  IndexFeatureFile - Picard Version: 2.18.7
20:27:33.478 INFO  IndexFeatureFile - HTSJDK Defaults.COMPRESSION_LEVEL : 2
20:27:33.478 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
20:27:33.478 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
20:27:33.478 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
20:27:33.478 INFO  IndexFeatureFile - Deflater: JdkDeflater
20:27:33.479 INFO  IndexFeatureFile - Inflater: JdkInflater
20:27:33.479 INFO  IndexFeatureFile - GCS max retries/reopens: 20
20:27:33.479 INFO  IndexFeatureFile - Using google-cloud-java patch 6d11bef1c81f885c26b2b56c8616b7a705171e4f from https://github.com/droazen/google-cloud-java/tree/dr_all_nio_fixes
20:27:33.479 INFO  IndexFeatureFile - Initializing engine
20:27:33.479 INFO  IndexFeatureFile - Done initializing engine
20:27:34.333 INFO  FeatureManager - Using codec VCFCodec to read file file:///group/kline-lab/ref/1000G_phase1.snps.high_confidence.hg38.vcf
20:27:34.532 INFO  ProgressMeter - Starting traversal
20:27:34.533 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Records Processed   Records/Minute
20:27:44.536 INFO  ProgressMeter -        chr1:98279866              0.2                928000        5566886.6
20:27:54.538 INFO  ProgressMeter -        chr2:17034671              0.3               2349000        7045590.9
20:28:04.537 INFO  ProgressMeter -       chr2:171708641              0.5               3866000        7730969.2
20:28:14.543 INFO  ProgressMeter -        chr3:74485880              0.7               5375000        8060686.3
20:28:24.548 INFO  ProgressMeter -        chr4:23077187              0.8               6862000        8232095.0
20:28:34.549 INFO  ProgressMeter -       chr4:164730744              1.0               8312000        8309922.5
20:28:44.549 INFO  ProgressMeter -       chr5:116400297              1.2               9771000        8373348.6
20:28:54.554 INFO  ProgressMeter -        chr6:79152453              1.3              11258000        8441284.2
20:29:04.554 INFO  ProgressMeter -        chr7:49295254              1.5              12770000        8511347.4
20:29:14.557 INFO  ProgressMeter -        chr8:35446098              1.7              14277000        8564230.2
20:29:24.560 INFO  ProgressMeter -        chr9:27841401              1.8              15765000        8597058.9
20:29:34.559 INFO  ProgressMeter -       chr10:67227953              2.0              17266000        8631129.9
20:29:44.562 INFO  ProgressMeter -       chr11:86242930              2.2              18778000        8664902.9
20:29:54.565 INFO  ProgressMeter -      chr12:101306593              2.3              20292000        8694646.2
20:30:04.570 INFO  ProgressMeter -       chr14:36234071              2.5              21796000        8716308.1
20:30:14.573 INFO  ProgressMeter -       chr15:96836756              2.7              23275000        8725998.0
20:30:24.577 INFO  ProgressMeter -       chr17:72718085              2.8              24788000        8746442.1
20:30:34.582 INFO  ProgressMeter -       chr19:57867628              3.0              26200000        8730956.6
20:30:44.588 INFO  ProgressMeter -        chrX:22877336              3.2              27711000        8748355.7
20:30:50.166 INFO  ProgressMeter - chr17_KI270857v1_alt:1636915              3.3              28565336        8760984.5
20:30:50.167 INFO  ProgressMeter - Traversal complete. Processed 28565336 total records in 3.3 minutes.
20:30:50.676 INFO  IndexFeatureFile - Successfully wrote index to /group/kline-lab/ref/1000G_phase1.snps.high_confidence.hg38.vcf.idx
20:30:50.676 INFO  IndexFeatureFile - Shutting down engine
[August 17, 2018 8:30:50 PM CDT] org.broadinstitute.hellbender.tools.IndexFeatureFile done. Elapsed time: 3.29 minutes.
Runtime.totalMemory()=4397727744
20:30:56.161 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
20:30:56.196 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression3692441156156541482.so: /tmp/mleukam/libgkl_compression3692441156156541482.so: failed to map segment from shared object: Operation not permitted)
20:30:56.199 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
20:30:56.218 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression4160259751257104261.so: /tmp/mleukam/libgkl_compression4160259751257104261.so: failed to map segment from shared object: Operation not permitted)
20:30:56.389 INFO  IndexFeatureFile - ------------------------------------------------------------
20:30:56.389 INFO  IndexFeatureFile - The Genome Analysis Toolkit (GATK) v4.0.6.0
20:30:56.389 INFO  IndexFeatureFile - For support and documentation go to https://software.broadinstitute.org/gatk/
20:30:56.389 INFO  IndexFeatureFile - Executing as mleukam@cri16cn047 on Linux v2.6.32-573.12.1.el6.x86_64 amd64
20:30:56.389 INFO  IndexFeatureFile - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_92-b14
20:30:56.390 INFO  IndexFeatureFile - Start Date/Time: August 17, 2018 8:30:56 PM CDT
20:30:56.390 INFO  IndexFeatureFile - ------------------------------------------------------------
20:30:56.390 INFO  IndexFeatureFile - ------------------------------------------------------------
20:30:56.390 INFO  IndexFeatureFile - HTSJDK Version: 2.16.0
20:30:56.390 INFO  IndexFeatureFile - Picard Version: 2.18.7
20:30:56.390 INFO  IndexFeatureFile - HTSJDK Defaults.COMPRESSION_LEVEL : 2
20:30:56.390 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
20:30:56.391 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
20:30:56.391 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
20:30:56.391 INFO  IndexFeatureFile - Deflater: JdkDeflater
20:30:56.391 INFO  IndexFeatureFile - Inflater: JdkInflater
20:30:56.391 INFO  IndexFeatureFile - GCS max retries/reopens: 20
20:30:56.391 INFO  IndexFeatureFile - Using google-cloud-java patch 6d11bef1c81f885c26b2b56c8616b7a705171e4f from https://github.com/droazen/google-cloud-java/tree/dr_all_nio_fixes
20:30:56.391 INFO  IndexFeatureFile - Initializing engine
20:30:56.391 INFO  IndexFeatureFile - Done initializing engine
20:30:57.311 INFO  FeatureManager - Using codec VCFCodec to read file file:///group/kline-lab/ref/Mills_and_1000G_gold_standard.indels.hg38.vcf
20:30:57.534 INFO  ProgressMeter - Starting traversal
20:30:57.534 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Records Processed   Records/Minute
20:31:03.947 INFO  ProgressMeter -       chrX:152403569              0.1               1271815       11900951.3
20:31:03.948 INFO  ProgressMeter - Traversal complete. Processed 1271815 total records in 0.1 minutes.
20:31:04.185 INFO  IndexFeatureFile - Successfully wrote index to /group/kline-lab/ref/Mills_and_1000G_gold_standard.indels.hg38.vcf.idx
20:31:04.186 INFO  IndexFeatureFile - Shutting down engine
[August 17, 2018 8:31:04 PM CDT] org.broadinstitute.hellbender.tools.IndexFeatureFile done. Elapsed time: 0.14 minutes.
Runtime.totalMemory()=2573205504
